rank,content_hash_id,priority_score,action,reason_code,days_since_last_update,impressions_30d,users_30d,ctr,avg_position
7198,content_4c8c55349e9cade8,0.6322301827337935,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,1073,1,0.0,30.198303950738996
7199,content_99c2d8b5742a1e1f,0.6322177520619834,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,699,0,0.0,38.68539231626815
7200,content_cb0d7415dfea1dcf,0.6322042069984537,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,295,0,0.0,29.022368833897193
7201,content_4e0e9cf3aa9e0631,0.6321908509560159,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,142,4,0.0,10.036544011544013
7202,content_e0dfe4fb1096119d,0.6321818635847514,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,4580,20,0.00480349344978166,33.23740321861967
7203,content_d2df1ea0787578a1,0.6321729249149403,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,677,4,0.0014771048744460858,46.52736961118395
7204,content_a35bdf040fe6d5c4,0.6321688225604811,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,46,6116,25,0.0032701111837802484,11.274420602398896
7205,content_a4652ef0f4dc0901,0.6321537708540298,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,1032,2,0.0009689922480620155,33.6127789533803
7206,content_edef053670cf1dff,0.6321238185488175,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,3,518,5,0.0,10.771642170357595
7207,content_db41e78880cbb946,0.6321167599553988,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,1961,10,0.0035696073431922487,13.471850955154585
7208,content_f951146f86206569,0.6321062014313319,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,938,3,0.0,20.518714197372915
7209,content_1422e748c38b7d40,0.632092493115316,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,317,11,0.0031545741324921135,12.060393131176113
7210,content_ccbb46db373f7c57,0.6320857008316859,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,564,2,0.0017730496453900709,23.246566359409073
7211,content_5ee60a300494763d,0.6320829894020183,REVIEW,VISIBLE_LOW_CTR,13,1977,6,0.0015174506828528073,6.915792634602238
7212,content_2710a516574b7b12,0.6320048269413534,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,111,0,0.0,43.01558302808303
7213,content_3c8d9aaa54baddb0,0.6319847457983614,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,1017,3,0.0,54.52041257010472
7214,content_87d2baeb0cdca552,0.6319182800597531,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,455,6,0.0,15.063192500584517
7215,content_e8d57044c3d8ab31,0.6319151280455451,REVIEW,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,120,0,0.0,46.719880952380954
7216,content_bb3610f173777eba,0.6318776753774578,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,516,2,0.001937984496124031,23.102637703307483
7217,content_85a574ddfd327bc2,0.6318402982229235,REVIEW,VISIBLE_LOW_CTR,41,6302,2,0.0004760393525864805,7.27319546109317
7218,content_104056dd86368280,0.6318320297739677,REVIEW,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,218,3,0.0045871559633027525,33.87392775683098
7219,content_e98765a19f7f19f9,0.6317485350011803,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,1109,5,0.0,14.000565040841762
7220,content_1328820cf421bbd3,0.6316994230023625,REVIEW,VISIBLE_LOW_CTR,18,9494,37,0.0028439014114177374,6.934312377361539
7221,content_9a53c03587e331a0,0.6316778487635658,REVIEW,VISIBLE_LOW_CTR,8,1118,4,0.0008944543828264759,9.13611938596702
7222,content_af063ed9375f1d06,0.6316704071240661,REVIEW,VISIBLE_LOW_CTR,13,1078,14,0.006493506493506494,8.774052063285444
7223,content_1ba45726a8f299fe,0.6316669556066559,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,8,660,4,0.0,10.331948264679479
7224,content_0c8bc76ea3a1ac82,0.6316444705097505,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,185,6,0.0,19.596933391353144
7225,content_0ff25e12047a0b52,0.631605298884865,REVIEW,VISIBLE_LOW_CTR,18,7348,3,0.0008165487207403375,9.201052731582593
7226,content_f8514d3102f62602,0.6315496996789424,REVIEW,VISIBLE_LOW_CTR,14,2319,5,0.00129366106080207,8.316588109587952
7227,content_792b3c82c1f3b146,0.631533238551845,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,198,0,0.0,49.106837421837426
7228,content_c7ec940a8c1a24c1,0.6315121240760758,REVIEW,VISIBLE_LOW_CTR,18,3206,10,0.002495321272613849,9.410166505168332
7229,content_382f93cf2ed3ae7b,0.6314430728760247,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,333,11,0.003003003003003003,28.40211165451348
7230,content_9d7652877f9d5765,0.63139331510599,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,6,508,5,0.001968503937007874,29.478986009660247
7231,content_af963b9fa36c4243,0.6313367463524997,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,579,12,0.0034542314335060447,16.26246919356341
7232,content_4250bdaee9919c6a,0.6312968150236804,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,600,0,0.0033333333333333335,21.304748964646542
7233,content_38f969a3599fa3c1,0.6312516860214722,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,341,17,0.002932551319648094,41.690748415298685
7234,content_284e2a8208e7755e,0.6312337593822124,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,278,7,0.0,13.048480193641483
7235,content_2f475e47232144a3,0.6312292390183443,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,218,6,0.0,37.048340118875835
7236,content_ea371636ef45d77f,0.6312111203983235,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,119,1,0.0,39.251355380862016
7237,content_dcf015d60bca23fe,0.6311039135029064,REVIEW,VISIBLE_LOW_CTR,41,8880,1,0.00033783783783783786,4.386207848270261
7238,content_847f8e998f52696a,0.6310645622906841,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,388,6,0.0,28.81215726433943
7239,content_3a5d0f51286441c6,0.6310348648205645,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,278,0,0.0,81.47886459945283
7240,content_bd3569ee36331535,0.6310120959312954,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,126,1,0.0,22.536617405582923
7241,content_ddbe0625b3a79f03,0.6310029048489834,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,1053,5,0.002849002849002849,17.93113494000797
7242,content_f20164c1880f76cd,0.6309972890742839,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,114,0,0.0,28.886944444444445
7243,content_fd7723f15b81d1ee,0.6309617034002829,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,1068,2,0.0,23.375021765414385
7244,content_29336ee7b1ba738d,0.6309494086598173,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,773,1,0.00129366106080207,20.710458505291484
7245,content_359c97d0b03134cb,0.6309380438250656,REVIEW,VISIBLE_LOW_CTR,13,101,1,0.0,9.522375541125541
7246,content_f3f42ac915539ffd,0.6309335111540804,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,536,0,0.0,35.92954316855419
7247,content_2af9d3c14076626c,0.6308947790225212,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,2450,2,0.0016326530612244899,35.18685830368043
7248,content_b759b222a88e6ffa,0.6308739100085676,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,2841,1,0.00035198873636043646,31.918970572618303
7249,content_0f4f922c2a21a7bc,0.63083253527148,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,720,13,0.002777777777777778,11.365352657114862
7250,content_60b12bb2c0439c75,0.6307945688337182,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,1125,3,0.0035555555555555557,11.106277567649038
7251,content_13868671639b4926,0.6307765096347074,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,543,0,0.001841620626151013,38.279101254608115
7252,content_45b95804d5a1501c,0.6307763847675842,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,569,3,0.0017574692442882249,12.354108905518641
7253,content_a4deb64499fff32c,0.6307730301652106,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,1235,7,0.0016194331983805667,10.710579472627751
7254,content_9278acc8250173dc,0.6307707477425615,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,1054,1,0.0,41.23227186516414
7255,content_bc2e91d64aea716b,0.6307530012701982,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,103,1,0.0,10.207650579872801
7256,content_9c51afbef32cef4a,0.6307182965049576,REVIEW,VISIBLE_LOW_CTR,3,2401,17,0.003331945022907122,3.197245963027816
7257,content_23d0b94c9762bf94,0.6307165432251164,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,841,1,0.0,21.87965488171627
7258,content_8740f83e1cd9601d,0.6306610012398053,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,3265,9,0.0027565084226646246,28.816801012987845
7259,content_3339221a2660c053,0.6306384761927791,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,3535,16,0.0033946251768033945,10.636739676196168
7260,content_a88d87f42d63808f,0.6305894926748323,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,647,15,0.0015455950540958269,35.55542210205693
7261,content_dca2ad99116df25a,0.6305667875917267,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,168,6,0.0,35.952841781874035
7262,content_74d058eeaf5fa2e8,0.6305568923998227,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,536,0,0.0,35.44721551658619
7263,content_282aa0fedcbed160,0.6304724840399661,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,537,3,0.0,35.43537078491718
7264,content_404b2c95112e1160,0.6304580503028254,REVIEW,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,131,2,0.007633587786259542,32.54631766381767
7265,content_e6254254fd5bf349,0.6304544215982103,REVIEW,VISIBLE_LOW_CTR,8,6459,41,0.0041802136553646075,5.732593342189668
7266,content_d9670e1ca13af578,0.6304500948995488,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,200,1,0.0,14.666516394356151
7267,content_2926b50d8db4be98,0.6304407055665844,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,1126,1,0.0,45.22500106812073
7268,content_d6c3c6865fdbaf2f,0.6303938989354797,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,852,8,0.002347417840375587,34.11244704454718
7269,content_fdf0bdcf0442cb22,0.6303759851182356,REVIEW,VISIBLE_LOW_CTR,18,7905,14,0.002530044275774826,7.627628542189002
7270,content_15ebb3c3cb50745b,0.6303572436983562,REVIEW,VISIBLE_LOW_CTR,18,5151,31,0.0033003300330033004,7.3605943383491095
7271,content_c0a27325da0a4430,0.6303433162160785,REVIEW,VISIBLE_LOW_CTR,13,2219,20,0.0031545741324921135,4.733890008355325
7272,content_d32b2a9d5421613e,0.6303371826083951,REVIEW,VISIBLE_LOW_CTR,8,3543,56,0.012983347445667513,9.066826441895143
7273,content_9dd9f1951141f001,0.6303265787243281,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,484,6,0.002066115702479339,40.91116300973236
7274,content_4488347c68918f55,0.6303055004669457,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,157,0,0.0,54.87432950191571
7275,content_547cc659ccc17c3f,0.6302637824632272,REVIEW,VISIBLE_LOW_CTR,18,255,0,0.0,5.621695061211191
7276,content_6423734817c13a2f,0.6302594671487001,REVIEW,VISIBLE_LOW_CTR,0,11523,54,0.004512713703028725,5.561804013576807
7277,content_1f9a2402b05b9e98,0.6302378345155949,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,1367,1,0.001463057790782736,26.33334235201979
7278,content_2ce3dc16ac523dc7,0.6302357513772812,REVIEW,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,249,0,0.0,41.303017054629954
7279,content_ab55b87069936465,0.6302331087163038,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,810,5,0.0012345679012345679,27.90273326247762
7280,content_b4fd950451481106,0.6301985872923418,REVIEW,VISIBLE_LOW_CTR,13,19694,103,0.0041129277952675946,5.828120177211014
7281,content_5ede1b6fe12bf32a,0.6301696469888812,REVIEW,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,451,0,0.0,48.03805406456197
7282,content_ecd14f01f5edb763,0.6301671298477646,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,8,260,5,0.0,27.759654073708194
7283,content_f05fbe7235a3f468,0.6301508760974778,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,106,0,0.0,40.83744837537941
7284,content_03434e988f11ac5c,0.6301000248527725,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,2846,4,0.0010541110330288123,13.633785701563456
7285,content_5671d37636ca7cff,0.6300969203310559,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,105,0,0.0,85.74229024943311
7286,content_fc0a753b75d81e64,0.630090826588959,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,999,5,0.002002002002002002,12.43168744283052
7287,content_cffcd7471fdcfd0d,0.6300717739586216,REVIEW,VISIBLE_LOW_CTR,41,4694,20,0.0014912654452492544,7.205338517214512
7288,content_d8da8332341ae127,0.6300662628690694,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,672,2,0.001488095238095238,16.202528309202826
7289,content_3935f9722a4b822d,0.6300593278022466,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,651,1,0.0015360983102918587,25.507703637073877
7290,content_a8db9a049fe145c1,0.6299246997446633,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,376,4,0.0,13.148747107309726
7291,content_e0fbfd2e8acdcd81,0.6299187329106786,REVIEW,VISIBLE_STALE_LOW_CTR,125,361,2,0.00554016620498615,6.104167382796415
7292,content_e6968e8078a4b9f2,0.6299096068701264,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,1364,4,0.0,28.003592165831744
7293,content_231b6ec335e1dff9,0.6298776886133203,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,980,5,0.0010204081632653062,16.968920485686674
7294,content_deaf36474c22685a,0.629847818049332,REVIEW,VISIBLE_LOW_CTR,18,8941,34,0.003467173694217649,9.115118084120784
7295,content_03f888870f558383,0.6298103047340748,REVIEW,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,343,1,0.0,51.557271356529874
7296,content_13e949c307c92b4c,0.6297418356736433,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,488,4,0.0020491803278688526,19.71500366661636
7297,content_d5c02226d236d18d,0.6297363967262688,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,2660,3,0.0018796992481203006,31.514010171431078
7298,content_385bb997123a0f74,0.6297343071181575,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,1973,14,0.006082108464267613,21.932057486496305
7299,content_e4341f23a692b307,0.6297301499293358,REVIEW,VISIBLE_LOW_CTR,0,3900,7,0.0020512820512820513,5.593572361684412
7300,content_82233f9c46835e18,0.6296895372606932,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,880,7,0.0011363636363636363,17.406249457909357
7301,content_5853918576b6d3ce,0.6296892449084097,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,655,1,0.0015267175572519084,24.050813794732395
7302,content_e8df922c411a4cf1,0.6296689208848663,REVIEW,VISIBLE_LOW_CTR,46,2416,22,0.007864238410596027,6.958168951736086
7303,content_019ed0e7bd5bfe48,0.6296339922256696,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,14,2300,3,0.0,10.777323008453035
7304,content_4892203fa3fc07d9,0.6296288879469544,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,276,7,0.0,52.924162797848965
7305,content_1d0417fe7f6db89f,0.6296145345336049,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,962,13,0.002079002079002079,17.604277219268788
7306,content_6c67f84d8b90e7c5,0.629606494390229,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,1527,4,0.0019646365422396855,19.146037717804738
7307,content_fa2874e12b3bf89d,0.6295860726010208,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,278,20,0.0035971223021582736,29.679521266448834
7308,content_db58bf52caed784d,0.6295817770585251,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,380,6,0.0,15.778666291541056
7309,content_c03eedc517946d92,0.6295817769657609,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,655,6,0.0015267175572519084,30.492101329991332
7310,content_3857d279a485788c,0.6295779066742849,REVIEW,VISIBLE_LOW_CTR,5,47633,169,0.003925849726030273,6.105230016946716
7311,content_4d60dfbe5a426967,0.6295762092738137,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,8,593,2,0.0,21.08282594949428
7312,content_c238e676bbb4b75b,0.6295730040663848,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,330,4,0.0,10.490009134340253
7313,content_deab63469b29d9d7,0.6295492001615648,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,953,2,0.0,44.96424252589054
7314,content_4c4c44ca8af552d9,0.6295087943259816,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,1061,1,0.0,27.58671924107637
7315,content_ea7079cd8b17e5f1,0.629481896136275,REVIEW,VISIBLE_LOW_CTR,18,10091,11,0.0010900802695471212,5.6568319188750715
7316,content_cb604b9f752c9931,0.6294564302008955,REVIEW,VISIBLE_LOW_CTR,13,110,1,0.0,8.971031746031747
7317,content_bbcde3d62807f72e,0.6294486078989016,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,871,3,0.001148105625717566,10.535427331195523
7318,content_33b1ecd54e3b4ad1,0.6294434206030699,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,340,5,0.0,15.795496997204777
7319,content_a253a9ead2edd569,0.6294167899921222,REVIEW,VISIBLE_LOW_CTR,18,535,5,0.0,8.92059777534202
7320,content_57f655e09a070e82,0.6293808847235872,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,200,7,0.0,20.17520576131687
7321,content_41b8ce4bcba13176,0.629355531897653,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,514,1,0.0019455252918287938,34.54619574064609
7322,content_56f0e89634eb5e51,0.6293400627461071,REVIEW,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,134,2,0.007462686567164179,12.479109062980031
7323,content_95587a900113e28e,0.6292615909681796,REVIEW,VISIBLE_LOW_CTR,18,2419,9,0.0024803637866887144,4.378588366081551
7324,content_7290eb11a9097637,0.6292607945482999,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,643,2,0.0015552099533437014,17.024519370734943
7325,content_af269e416b566cfc,0.6292350351649022,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,586,20,0.0034129692832764505,20.581537573743198
7326,content_2a54a38bcc281309,0.6291965048880827,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,376,6,0.0,53.99391252898625
7327,content_7ab95ce2a43c511e,0.6291775182354673,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,2579,32,0.009305932531989143,11.348694213569907
7328,content_5cf175797eb815df,0.6291470133363543,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,339,7,0.0,61.769707880478116
7329,content_599cf968328a4557,0.6290722905645241,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,1,7461,48,0.004154939016217665,10.886204707158637
7330,content_049ba82b4a7008bb,0.629070741530307,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,582,5,0.0,21.183506046239494
7331,content_6ba1f7450de725e4,0.6290460759811854,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,306,5,0.0,37.71404298842629
7332,content_262b157e92553005,0.6289942232737701,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,492,1,0.0,24.034800818055977
7333,content_adcd0eb403a8c3a1,0.6289572768040829,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,267,17,0.003745318352059925,40.31461187988966
7334,content_f395fe33016160f1,0.6289562314170519,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,498,4,0.0,32.95358693883128
7335,content_03a421ab53d6963b,0.628951745464369,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,117,0,0.008547008547008548,28.9825
7336,content_35f194abdb8fef42,0.6289494610064971,REVIEW,VISIBLE_LOW_CTR,41,1040,5,0.0019230769230769232,7.043923325285138
7337,content_81a5e26731c1c46b,0.6289428861493022,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,372,5,0.0,33.62073748635164
7338,content_4913ee74fac5ca1b,0.6289355546269654,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,352,7,0.0,42.234805774232306
7339,content_2eb13f1c20d0720c,0.6289339618248133,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,2055,10,0.0024330900243309003,10.387049542908862
7340,content_d75200e542e05602,0.6289192898717916,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,100,6,0.0,23.432235048901717
7341,content_9bbfc17434cfd9f1,0.6289174804550947,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,8,608,1,0.0,22.832752471133013
7342,content_16a119c2fc25fa4c,0.6288843135052059,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,1722,16,0.006968641114982578,20.84455115232078
7343,content_028a84980d09fff1,0.6288552364636875,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,287,6,0.0,15.312080392725553
7344,content_e545d483fb6c4c99,0.6288109164848694,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,133,0,0.0,75.67416647679805
7345,content_ef9f7503e02b268a,0.6288095921257172,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,1416,13,0.0049435028248587575,36.340951999662394
7346,content_ed1749aa5027bea4,0.6287916494564176,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,419,3,0.0,12.74902398671784
7347,content_139e9f0d3f2c0688,0.6287755722464133,REVIEW,VISIBLE_LOW_CTR,8,507,6,0.0019723865877712033,9.903378661260913
7348,content_eb4943d802982230,0.6287670825759325,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,138,1,0.0,28.31128306217592
7349,content_e3c2b78fd7e9562e,0.6287420566892598,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,6693,41,0.00582698341550874,17.316251734175818
7350,content_d97cbaac906bc632,0.6287393525033838,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,416,0,0.002403846153846154,12.947462798743826
7351,content_f5167aeea4eebd00,0.6287050214375908,REVIEW,VISIBLE_LOW_CTR,18,1577,12,0.0025364616360177552,7.814311852656791
7352,content_ba182294e0c4fcad,0.6286680558929373,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,144,0,0.0,32.80220779220779
7353,content_d657e41bb5effd69,0.6286211755735807,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,4493,27,0.007122190073447585,34.568639515676814
7354,content_8b9ccdd837bffe73,0.6286133390481183,REVIEW,VISIBLE_LOW_CTR,8,9760,19,0.00194672131147541,4.723683941971612
7355,content_e943a3ab7342d7dc,0.6286132288405436,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,14,1241,6,0.0008058017727639,12.266679804638283
7356,content_f8f8ffc45bb56e91,0.6285753833329907,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,428,6,0.0,32.33633412742071
7357,content_f57f0a707cf46a0a,0.6285632946419408,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,6,6861,1,0.00014575134819997084,11.332521774677103
7358,content_ff312cce7be4343d,0.6285620128653012,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,570,1,0.0017543859649122807,33.56256232119135
7359,content_ec5b2133a541449d,0.6285564018203087,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,8,467,4,0.0,24.326322102774633
7360,content_a46d3e4bab037bc4,0.628544683748816,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,881,3,0.0011350737797956867,19.04734463853199
7361,content_2d52f80704c6bbd4,0.6285327374723831,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,556,6,0.0017985611510791368,32.731185250728544
7362,content_9c0e8698e8c3741c,0.6284890595728534,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,903,3,0.0,33.325303146821376
7363,content_fca5b5b61faa99c8,0.6284880372862032,REVIEW,VISIBLE_LOW_CTR,18,623,5,0.0,9.647242770720723
7364,content_c8de60d5b4c0d49c,0.6284739924506147,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,449,6,0.0,18.08786755359336
7365,content_e807ae8c9c9add8e,0.6284435645837841,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,709,4,0.0,32.681275716722936
7366,content_10fde25338897230,0.6283877051634618,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,625,5,0.0,41.75136189202072
7367,content_ae64ea15852a9511,0.6283854890542075,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,973,4,0.0010277492291880781,10.655078536862478
7368,content_26461136a15df002,0.6283584913447327,REVIEW,VISIBLE_LOW_CTR,4,22764,49,0.0033825338253382535,4.73468909966493
7369,content_db228df387520687,0.62833611229532,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,582,4,0.0,64.87833698301951
7370,content_7c483239053bcd68,0.6282915156448426,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,108,0,0.0,29.487169312169314
7371,content_4b5da1847cb0790f,0.6282720800424348,REVIEW,VISIBLE_LOW_CTR,41,1525,5,0.0019672131147540984,8.38036119494997
7372,content_e89c767a9f087397,0.6282388336310941,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,1156,2,0.0025951557093425604,22.35780647500957
7373,content_632e57eda475a4b2,0.6282234814273542,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,2175,5,0.0018390804597701149,20.971677383132402
7374,content_edec0b5dc619ff3b,0.6282178153005089,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,138,5,0.0,15.532757296466974
7375,content_b76c22b117e812da,0.6282088740831572,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,18,155,0,0.0,25.71005211263832
7376,content_9d4387bff03af28c,0.6282016448529983,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,627,3,0.001594896331738437,17.04462450596701
7377,content_529032329d6ea255,0.6281764587860814,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,640,11,0.003125,33.608086081297834
7378,content_fc772e91ea556165,0.6281587284748948,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,988,6,0.0020242914979757085,12.183929926043026
7379,content_6572843a3bc99ac8,0.628095313748934,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,623,3,0.0,51.44621337413626
7380,content_b659500a6918d20d,0.628084612042104,REVIEW,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,138,2,0.0,50.748823696145124
7381,content_3248a9f1b3c97ebc,0.6280619118756541,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,41,139,1,0.0,22.3744708994709
7382,content_c318f6fea902fbdb,0.6280608751549377,REVIEW,VISIBLE_LOW_CTR_LOW_POSITION,13,630,1,0.0,22.107071982192227
