rank,content_hash_id,priority_score,action,reason_code,days_since_last_update,impressions_30d,users_30d,ctr,avg_position
1,content_c7555ca1424964bc,0.9015411244022111,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,2525,28,0.001188118811881188,24.197070968297105
2,content_32cdd791ebbbd611,0.896425381134513,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,8,5853,76,0.0005125576627370579,10.840979970069348
3,content_6c3e8337a174b460,0.8936936576934693,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1525,31,0.0013114754098360656,33.536232640594434
4,content_017fce5a57cdf719,0.8929446387470106,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1870,17,0.0,24.209409444173954
5,content_f349960becc9015a,0.8878417970168501,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1404,15,0.0007122507122507123,21.018751888549644
6,content_802299f5c2eee3cb,0.8843137190711167,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1882,17,0.0005313496280552603,27.386922521528412
7,content_feaa97bcdab06a2e,0.8808190410539037,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,2049,20,0.0014641288433382138,30.20311070321809
8,content_84a6bf3578312e90,0.8783309566617419,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,39506,81,0.0009618792082215359,21.748138235719768
9,content_a2bb26f87a209478,0.8758666058859981,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,3865,32,0.0015523932729624838,42.31787819269526
10,content_8fdf07060434bd49,0.8752391748336652,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1479,27,0.002704530087897228,17.214408857423813
11,content_98227af672db1fad,0.8748650707854134,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1019,9,0.0009813542688910696,25.79787919251169
12,content_77b1b851653bd821,0.8723175852646716,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1762,22,0.0022701475595913734,18.309755020987744
13,content_1d0bcb4143973a2c,0.8710789545790254,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1785,14,0.0016806722689075631,21.124918757709803
14,content_0ebb71b6d2389de7,0.8691523472631235,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,855,9,0.0011695906432748538,23.62913849099147
15,content_5d6a6651c0757f62,0.8688175607779762,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1151,15,0.0,26.05039655813784
16,content_c49e43d3d29f7569,0.8681718417775719,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1884,14,0.0015923566878980893,14.596378275312757
17,content_7a0a59b4cb181ab9,0.8665989289222784,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,36569,37,0.0004375290546637863,38.16466408383694
18,content_886984f1b8f85396,0.8664169111651074,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1533,11,0.0006523157208088715,30.858961799566675
19,content_cf964ee64d51f4a1,0.8660591884068375,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1371,12,0.0007293946024799417,18.401218112999505
20,content_66e20512bb3157d7,0.8653583704992317,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,16737,80,0.003106888928720798,21.312260016534083
21,content_62460a440bdf0f11,0.8653070943488916,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,11791,59,0.0039012806377745736,32.948009594627905
22,content_81707f944166e061,0.8652793318810829,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,8,28677,34,0.0005230672664504655,44.881298214377104
23,content_6fbedda59fd7e5aa,0.8648310252977368,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,78680,45,0.00043213014743263855,24.043852325939653
24,content_5d236fbba6ae1b51,0.8644246297425671,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2598,25,0.00038491147036181676,37.58601881893447
25,content_ac5ffedae07cd6b2,0.8634331909232221,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,2391,26,0.0004182350480970305,29.97085692921302
26,content_339ff99e5a4ecf13,0.8631718220268731,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2429,30,0.0004116920543433512,44.49088328553706
27,content_5054c9c9a424eab7,0.8631314205837906,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,4868,27,0.0008216926869350862,32.47377527199983
28,content_ee024977000b9a5b,0.8629361910715365,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,887,9,0.0,33.498138101835444
29,content_0d40b092655b276a,0.8624780468750121,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,36087,95,0.003048189098567351,21.376201136521622
30,content_78b49209755579f1,0.8615329121863841,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,2074,10,0.0009643201542912247,20.591822793076442
31,content_d5eb70a71b981ffd,0.8599014628746509,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,30908,31,0.0005176653293645658,15.388938970789994
32,content_b0802badf671c48b,0.858815894122521,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,2411,25,0.001244296972210701,30.030594241225987
33,content_c4e551bab3803a66,0.8584254706125521,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,2226,22,0.0022461814914645105,16.786484311097485
34,content_e2d47b2609d4b274,0.858347773205622,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,7243,22,0.001104514703851995,23.626723673403674
35,content_becb3f2342a6d772,0.8578923790211788,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,6063,19,0.00032986970146792015,42.00176037138311
36,content_e620957876424b65,0.8576810714213842,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,52821,111,0.002006777607391,14.11325389271726
37,content_6987290e5c10b6df,0.8576641647593093,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,45632,50,0.0010957223001402524,16.95933553754882
38,content_a49d621d476664e2,0.8572300339573218,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,9242,24,0.0006492101276779918,51.264183119470346
39,content_ecd70a1eb60c1292,0.85702165640032,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,29425,103,0.003466440101954121,13.5915547256968
40,content_64b44e882f14aec6,0.8570111058048514,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,2257,25,0.0,20.72012089270651
41,content_cd46e5bf9b4c88dc,0.8564298256592031,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2022,23,0.0009891196834817012,10.38590833316431
42,content_0aaa197051f58d6f,0.856262191433049,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,4,38220,26,0.0004186289900575615,45.36251799197616
43,content_a976e1b92940c2d3,0.8558602020108058,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,3617,13,0.001105888858169754,33.485606316114904
44,content_903a9d3ccebfe750,0.8558308348788125,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2417,21,0.0008274720728175424,37.12199073473302
45,content_62fffc009b57ceff,0.854200056807997,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1741,17,0.0022975301550832855,24.609915705273263
46,content_413865fe64925077,0.8532282567577737,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,4808,23,0.00020798668885191348,40.51031335508157
47,content_b6ee4a439188bd92,0.8531877616344705,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,3148,12,0.0006353240152477764,27.558248681641118
48,content_b5821ea548c793ff,0.8530289234395801,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,1830,84,0.0,31.630114763268093
49,content_fecf82eefd6d232e,0.8525347333846478,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,4617,23,0.0008663634394628547,29.910373864768676
50,content_57e73306c7c71a66,0.8510567802527271,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2357,15,0.0008485362749257531,29.326791092679837
51,content_bbee27660a5b0fa8,0.850873999331382,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2237,13,0.0004470272686633885,14.897992770169203
52,content_44036bd37fed72ae,0.8508555350359877,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,0,9974,76,0.001503910166432725,13.215709405008031
53,content_c825cdc28e2ecf50,0.8497924638045551,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,8,7706,14,0.0006488450558006748,49.20951537396456
54,content_403a36188e13fcc8,0.8496847823302093,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,41,8830,12,0.0003397508493771234,47.12155738039078
55,content_d42dee4a0c41e992,0.8495091632296223,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1121,13,0.0026761819803746653,23.277263040900934
56,content_e5f3b7212872fffe,0.8495035974306346,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR,8,2993,13,0.0003341129301703976,8.522979971950031
57,content_c69ec04764885fe5,0.8493878324553672,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,3390,17,0.0005899705014749262,29.65491594219682
58,content_69464bb4b9b0f975,0.8492603038766107,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,12082,30,0.0014898195662969708,24.192118089015928
59,content_0e140e89a449708a,0.8483274130963593,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,13190,28,0.0013646702047005307,16.069310017862776
60,content_10465533fd3e9d0f,0.8481948485925861,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,6033,23,0.0021548151831592907,28.714970290509154
61,content_53a82e3be6145704,0.8478684531497727,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR,13,3527,18,0.0005670541536716756,9.965815874989541
62,content_c8f7d6b0c7144e2a,0.8478199191848975,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1688,40,0.016587677725118485,20.43535440414874
63,content_c0407691d2c3c153,0.8477041130657514,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,5,1632,43,0.0,14.7330202744569
64,content_2aa595be252ee97e,0.8474611285044183,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,2636,9,0.0007587253414264037,24.6180411684338
65,content_79a8204912cb26c7,0.8469626512577377,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,3453,14,0.0011584129742253113,32.44547006938258
66,content_6bd00b478937018e,0.8468880137401309,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2736,32,0.0010964912280701754,10.265995093702907
67,content_f8ab54b332e199c5,0.8464696300933018,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,11517,17,0.0006946253364591474,18.21043030533843
68,content_e5d0c5c64c99a2c2,0.8464167568428949,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,2347,18,0.0012782275244993609,19.58533883433076
69,content_bcac2243e5719097,0.8460132280564058,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,41,8132,11,0.0006148548942449582,47.90424280236421
70,content_c173ec13d3c5a782,0.8458109742754751,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,3163,15,0.0003161555485298767,29.166081855019367
71,content_0b43956a904ba791,0.8456325974990654,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,2003,11,0.00199700449326011,19.420446502777395
72,content_c6dbda992ad84127,0.8454998992419206,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,2570,14,0.0019455252918287938,19.229296456205425
73,content_375caf7085fbd383,0.8448923031711768,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR,8,25392,26,0.00019691241335853811,8.918873842699677
74,content_763a3b2f343359d6,0.8448664568145003,HIGH_PRIORITY_REFRESH,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,1235,12,0.0016194331983805667,41.48138173603704
75,content_b0cfafb1c94b398e,0.84484377397075,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,14314,22,0.0009780634343998882,11.436527262902988
76,content_ac750bab14ef9b9b,0.8442123550140829,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1347,18,0.002969561989606533,17.448810049945223
77,content_1ecf1f001655aab5,0.8441642136842689,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,1875,24,0.0016,10.5748338846802
78,content_c50e6d3de38cbb43,0.8427806634414845,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,0,7828,27,0.0006387327542156362,10.212318416273812
79,content_aad7436daa951d7d,0.8422891838424749,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,8,12432,14,0.00048262548262548264,28.025582822986927
80,content_d76f99675843b8dd,0.841917383585866,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,13405,32,0.0013427825438269301,15.319073335479493
81,content_96334d79e410692b,0.8416275594371053,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1360,12,0.0022058823529411764,20.725278229364687
82,content_3aba7dc3b43d583f,0.84151839273922,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2142,44,0.0009337068160597573,16.00530916277071
83,content_a3ef6ccac15b93c1,0.841092930158166,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2312,20,0.00043252595155709344,31.740503797904456
84,content_c5dc108cc7ed608e,0.8402213984202983,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2135,19,0.0,22.41195090838881
85,content_fc0d3723ce5a9bba,0.8399960256914195,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,8,5745,13,0.00017406440382941688,12.846248018382797
86,content_c29998a542f51d41,0.8390493273037242,HIGH_PRIORITY_REFRESH,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,1818,10,0.0016501650165016502,42.055786238395136
87,content_feeb292224054438,0.8390101693595945,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,31199,42,0.0007692554248533607,22.935003010582236
88,content_e4ba7342f9f80970,0.8386513552977538,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,8,17252,23,0.00028982146997449574,10.308158961448111
89,content_bedfef521fdf0527,0.8383866627779857,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,0,20102,25,0.0006467018207143568,16.615531076517662
90,content_6a408c278519bbed,0.8382527771932301,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,8,3614,21,0.0,13.318055783838558
91,content_826134fb1456cfcb,0.8381869464732261,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,41,12902,20,0.0009300883583940474,37.82114938891332
92,content_b2b0a561daa65514,0.8381305309009945,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1554,11,0.001287001287001287,14.540353229977548
93,content_30d414c2defff507,0.837896020739267,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,47573,37,0.0008828537195468018,24.98743337528429
94,content_b534d074a411c288,0.8377168630016352,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,8,2316,16,0.0,14.562466096352372
95,content_56ff1e3ce228f48b,0.8377133270699411,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2134,16,0.00046860356138706655,39.81048243318418
96,content_db33f8b155d6aa23,0.8374281752038366,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,2137,9,0.0,18.220830937035807
97,content_fd358a60ca37c05f,0.8373492441268644,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,1,36196,53,0.000745938777765499,19.787818482248113
98,content_9a300b20a5df1b23,0.8372909853336633,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,41,725,9,0.0,31.686564965350982
99,content_13c6c2257fccd38b,0.8372815052200859,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,8095,14,0.0004941321803582458,30.461927049580165
100,content_ab7d3859499a1636,0.8372315621737232,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,3753,26,0.0021316280309086064,24.999309936878802
101,content_ba98b9ba325cb149,0.8370326316955035,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,43637,20,0.00045832664940302956,49.04377060420433
102,content_43dc1e2bc4bfaf7f,0.836962016963359,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,7667,48,0.0014347202295552368,12.444232724343419
103,content_27adf9675d5050cb,0.8366178332261474,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,1399,20,0.0007147962830593281,18.162818593776812
104,content_71261d3af3b0b75c,0.8364948033327624,HIGH_PRIORITY_REFRESH,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,618,10,0.0016181229773462784,18.364505593099253
105,content_b50e1e17a0adbb9a,0.8364745903805412,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,3136,25,0.0031887755102040817,26.52185862180542
106,content_168b91c64165000a,0.836138439842024,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,7721,39,0.002331304235202694,24.20733212242157
107,content_df60112227bb182b,0.836027087452403,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1502,12,0.002663115845539281,24.22478651601871
108,content_a20df8919a6a4dcb,0.8359487967392341,HIGH_PRIORITY_REFRESH,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,380,9,0.0,34.30041432809339
109,content_02ae02efa2d58d84,0.8349815758172127,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,4086,12,0.0004894762604013706,12.092865316658694
110,content_e3496dac741da4f9,0.8349696822447088,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,1,35142,68,0.001536622844459621,11.69328674724901
111,content_0c681b2238bd38b7,0.8349432978617485,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,0,33701,96,0.0017803626005163053,14.362006137581215
112,content_2f9875761ded0ef1,0.8347546418685078,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,5684,0,0.0003518648838845883,52.48226293501529
113,content_37074680795f74a0,0.8346614297695926,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,0,8823,73,0.001813442139861725,12.967456042012797
114,content_fe68417a6bf95bce,0.8345783371539132,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,22865,40,0.0010059042204242292,25.330269358268737
115,content_ecd7ed4dd12f8716,0.8344341535592352,HIGH_PRIORITY_REFRESH,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,1449,10,0.0013802622498274672,36.04427770986639
116,content_a92ad477ad5ca207,0.8343220229752224,HIGH_PRIORITY_REFRESH,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,1540,8,0.0006493506493506494,34.27124723590165
117,content_32030c9327115b59,0.8342139957638097,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,11662,67,0.004887669353455668,15.102917483286554
118,content_f64de78f12fd2050,0.8338897099977981,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,23764,26,0.0011361723615552937,18.46232881765682
119,content_6b5c4c849789343f,0.8337720809784226,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,1,10953,36,0.0011868894366840136,23.043893798061113
120,content_6edc76871cae5b8e,0.8336219030012977,HIGH_PRIORITY_REFRESH,VISIBLE_STALE_LOW_CTR_LOW_POSITION,125,328,8,0.0,21.28888295144163
121,content_7256e768e986ca14,0.8335290095417378,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2424,21,0.0012376237623762376,42.4820000586875
122,content_80b889a260f01707,0.8332348874351391,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,9359,25,0.0014958863126402393,13.609356086879977
123,content_4c9a89d61a96ea94,0.8325533996679516,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR,14,21689,36,0.0004149568905896998,9.248721506957102
124,content_91190507da748282,0.8321546488944804,HIGH_PRIORITY_REFRESH,VISIBLE_STALE_LOW_CTR_LOW_POSITION,127,8591,65,0.005121638924455826,35.33685279058868
125,content_f6ff21f11c7665c5,0.8320053269671275,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR,13,9294,22,0.0008607703894986013,9.095120449177
126,content_81d5735e8f392a74,0.8317952387306907,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2041,18,0.0004899559039686428,29.40281346371661
127,content_072fb20c486283c9,0.8314521704618545,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,6087,29,0.0018071299490717923,21.154602604554103
128,content_977435b496d64d22,0.8313278171022296,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR,8,5570,11,0.00017953321364452425,7.92159884578791
129,content_7f633a74907d90d1,0.8313112603276618,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,41,16262,10,0.000553437461566843,45.9109914097885
130,content_2929f607d678849a,0.8312454249964011,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,41,7712,88,0.004927385892116182,22.153954331805018
131,content_a5e8a5d7cdd8dda4,0.8310842755020214,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR,1,8303,16,0.0006021919788028423,7.8143124576997485
132,content_af5924f6ca99da87,0.8310379509231853,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2713,21,0.0007371913011426465,11.616629618595672
133,content_738399c49516a206,0.8309525254937837,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,1,4209,15,0.00023758612497030174,13.139174893567242
134,content_94ab3454aaf005cf,0.8305699342099346,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,2384,21,0.0016778523489932886,12.02909876287846
135,content_aa412de014b806a0,0.8305461728448803,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,41,50371,21,0.0003970538603561573,34.59765004586438
136,content_be61feead738768d,0.8302945222135993,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,3766,25,0.0002655337227827934,10.087095075076322
137,content_177fd19f3dd16f5f,0.8302095598139351,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,1818,14,0.0011001100110011,28.020738109479442
138,content_c7da032c307b766a,0.8301308521356466,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,41,18812,15,0.000744205826068467,41.66500270853069
139,content_f89fe2e7980fdaa9,0.8300379065571573,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,3515,15,0.001422475106685633,18.73052885042011
140,content_83a8be058409e0e7,0.8298942993852297,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,0,4880,67,0.0014344262295081967,14.791208125181164
141,content_448878c5eb8adc78,0.8298346060289864,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,14520,32,0.0015840220385674932,30.08092684969017
142,content_bfc30c9c3f82ca8c,0.8297057082236761,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,25942,104,0.004124585614062139,17.497613351780473
143,content_82e35c4845e6c391,0.82920405171017,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,41,13479,10,0.0005935158394539654,38.0292843493949
144,content_ea745d58c80352fd,0.8291910942332892,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1022,7,0.0009784735812133072,26.493603595885656
145,content_f1f6a718dae86d6e,0.8286199978347002,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,0,29126,98,0.002643686053697727,11.55212259562052
146,content_dc04545f19e55646,0.8284189026552491,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,2284,25,0.0013134851138353765,25.314839259838617
147,content_181bb151a544dec4,0.8282663566068459,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,4400,22,0.0009090909090909091,14.728528461872278
148,content_98bfc9ac5f5e7e62,0.828109738121736,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,2053,16,0.0,41.08944169956033
149,content_0967ce3d9e0845d9,0.8280856376893247,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,3324,11,0.0009025270758122744,42.23206153560127
150,content_0b7307b15de7a9bc,0.8278199481588496,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,2530,20,0.0,12.781102801857193
151,content_4f83323bd520d755,0.8278062986115469,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,18,2420,15,0.0008264462809917355,29.525839905240925
152,content_fb3aef107b58fa50,0.827769023432216,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,14899,90,0.0038928787166923953,11.763534212782167
153,content_0d4f112b0a7b405f,0.8276111926371875,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,46,1818,21,0.005500550055005501,26.107939689625965
154,content_2830250421616655,0.827493944239316,HIGH_PRIORITY_REFRESH,VISIBLE_LOW_CTR_LOW_POSITION,13,1597,11,0.0006261740763932373,10.176049676431862
